,itemid,name,msrp,saleprice,upc,shortdescription,longdescription,modelNumber,productUrl,customerRating,numReviews
26,35855477,"Whynter CUF-210SS Energy Star Stainless Steel Upright Freezer with Lock, 2.1 cu ft",msrp,215.0,850956003354,"Ideal for any small space where cold storage is needed, the Whynter 2.1 cu. ft. upright freezer can also be used in the kitchen, offices, garages or basements. This space-saving compact upright freezer is designed with a flush back, allowing it to fit cleanly against the wall or into corners. The Whynter 2.1 cu. ft. upright freezer features a stainless steel reversible-swing door, adjustable thermostat, two removable shelves and a lock for securing the contents.&lt;br&gt;&lt;br&gt;&lt;b&gt;ENERGY STAR&lt;sup&gt;&reg;&lt;/sup&gt;&lt;/b&gt;&lt;br&gt;Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government, as part of their energy efficiency and environmental activities.","&lt;br&gt;&lt;b&gt;Whynter CUF-210SS Energy Star Stainless Steel Upright Freezer with Lock, 2.1 cu ft:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Total Storage Volum : 2.1 cu ft&lt;/li&gt;&lt;li&gt;Sleek stainless steel door and black cabinet&lt;/li&gt;&lt;li&gt;Recessed handle provides a flush finish with the door&lt;/li&gt;&lt;li&gt;Mechanical temperature control&lt;/li&gt;&lt;li&gt;Temperature Range: -10 degrees - 2 degrees F&lt;/li&gt;&lt;li&gt;2 removable flat slide out wire shelves&lt;/li&gt;&lt;li&gt;Cylinder lock and two keys&lt;/li&gt;&lt;li&gt;Freestanding setup (clearance around the unit is needed)&lt;/li&gt;&lt;li&gt;Manual Defrost&lt;/li&gt;&lt;li&gt;Reversible Door&lt;/li&gt;&lt;li&gt;Powerful compressor cooling&lt;/li&gt;&lt;li&gt;Refrigerant type: R134a&lt;/li&gt;&lt;li&gt;Voltage: 115V / 60Hz&lt;/li&gt;&lt;li&gt;Power: 75 watts / 0.88 Amps&lt;/li&gt;&lt;li&gt;Estimated Yearly Electricity Use: 228 kWh&lt;/li&gt;&lt;li&gt;UL Certified and Energy Star rated&lt;/li&gt;&lt;li&gt;Manufacturer's 1-year limited warranty&lt;/li&gt;&lt;/ul&gt;",CUF-210SS,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FWhynter-CUF-210SS-Energy-Star-Stainless-Steel-Upright-Freezer-with-Lock-2.1-cu-ft%2F35855477%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.5,4
27,35505262,Avanti RA7306WT - Refrigerator/freezer - freestanding - width: 21.5 in - depth: 23 in - height: 56 in - 7.4 cu. ft - top,msrp,297.99,079841073061,"The White Avanti Apartment Refrigerator is perfect for those that need to store a lot without taking up much space. Measuring under 2' wide and deep, its footprint is small enough for an apartment while still creating a large amount of storage space across separate refrigerator and freezer compartments. The doors are reversible to increase placement options and the 7.4 cu ft refrigerator features high-quality glass shelving that is adjustable for maximum storage flexibility. Additionally, it is Energy Star rated for efficiency to save you money on energy bills.&lt;br&gt;&lt;b&gt;ENERGY STAR&lt;sup&gt;&reg;&lt;/sup&gt;&lt;/b&gt;&lt;br&gt;Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government, as part of their energy efficiency and environmental activities.","&lt;br&gt;&lt;b&gt;Avanti 7.4 cu ft Apartment Refrigerator, White:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;ENERGY STAR Rated&lt;/li&gt;&lt;li&gt;Avanti refrigerator has adjustable/removable glass shelves&lt;/li&gt;&lt;li&gt;Adjustable/removable door bins&lt;/li&gt;&lt;li&gt;Reversible doors: left or right swing&lt;/li&gt;&lt;li&gt;7.4 cu ft refrigerator has 1 door rack that holds 2-liter bottles&lt;/li&gt;&lt;li&gt;See-through crisper with glass cover&lt;/li&gt;&lt;li&gt;Ice cube tray included&lt;/li&gt;&lt;li&gt;Avanti refrigerator has an interior light&lt;/li&gt;&lt;li&gt;Full-range temperature control&lt;/li&gt;&lt;li&gt;Leveling legs&lt;/li&gt;&lt;li&gt;CFC-free R600A refrigerant&lt;/li&gt;&lt;li&gt;White Avanti Apartment Refrigerator is ADA-compliant&lt;/li&gt;&lt;li&gt;Free-standing installation only: proper ventilation is required to maintain satisfactory cooling and overall performance (see owner's manual for proper installation requirements)&lt;/li&gt;&lt;li&gt;Unit weight: 92 lbs&lt;/li&gt;&lt;li&gt;Defrost system: cycle defrost&lt;/li&gt;&lt;li&gt;Power: 110V/60HZ&lt;/li&gt;&lt;li&gt;Unit dimensions: 21.75&quot;W x 23.5&quot;D x 55.75&quot;H&lt;/li&gt;&lt;/ul&gt;",modelNumber,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FAvanti-RA7306WT-7.-4-cu.-ft-refrigerator-two-door-white%2F35505262%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,customerRating,numReviews
28,40487631,Danby Designer 1.8 cu ft All Refrigerator,119.0,109.0,067638998956,"A compact unit is ideal for smaller areas such as student dormitories, wet bars, apartments and condos and there's none better than this stunning Danby Designer 1.8 cu ft Refrigerator. This stylish countertop model serves up 1.7 cu ft of refrigeration space and features a handy third-generation CanStor beverage dispenser. In addition, there's plenty of room for tall bottles and the smart scratch-resistant worktop on this compact all refrigerator is excellent for storing accessories. Your electricity bills will be kept in check since this unit is Energy-Star compliant and the automatic-defrost system keeps it running like a charm.&lt;b&gt;&lt;br&gt;&lt;/b&gt;","&lt;br&gt;&lt;b&gt;ENERGY STAR&reg;&lt;/b&gt;&lt;br&gt;Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government, as part of their energy efficiency and environmental activities.&lt;br&gt;&lt;b&gt;Danby Designer 1.8 cu ft All Refrigerator:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Compact counter-top all fridge&lt;/li&gt;&lt;li&gt;Danby all refrigerator has a 1.7 cu ft capacity&lt;/li&gt;&lt;li&gt;Energy Star compliant&lt;/li&gt;&lt;li&gt;Environmentally friendly R600a refrigerant&lt;/li&gt;&lt;li&gt;Compact All refrigerator has an automatic defrost&lt;/li&gt;&lt;li&gt;Removable wire shelves for maximum storage versatility&lt;/li&gt;&lt;li&gt;Danby All refrigerator has Tall bottle storage&lt;/li&gt;&lt;li&gt;CanStor beverage dispensing system&lt;/li&gt;&lt;li&gt;Mechanical thermostat&lt;/li&gt;&lt;li&gt;Danby Designer 1.8 cu ft Refrigerator has a scratch-resistant worktop&lt;/li&gt;&lt;li&gt;Integrated door handle&lt;/li&gt;&lt;li&gt;Reversible door hinge&lt;/li&gt;&lt;li&gt;Smooth back design&lt;/li&gt;&lt;/ul&gt;",DAR017A2BDD,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FDanby-Designer-1.8-cu.ft.-All-Refrigerator%2F40487631%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.75,4
29,15162426,Igloo 3.5 cu. ft. Chest Freezer,msrp,169.0,058465747817,"&lt;p&gt;The Igloo 3.5 cu ft Chest Freezer features a space-saving upright design that fits almost anywhere, whether at home or in the office. A defrost drain offers a passage for water to drain and makes it simple to clean for even more convenience. An adjustable thermostat lets this upright chest freezer maintain a consistent temperature, so you can adjust it as needed and trust that it will stay where you put it. The thermostat also helps set different temperatures to store different categories of food items safely and efficiently. Because of its convenient upright design, it is easy to find your stored foods once it's time to thaw them out and cook. This spacious yet compact chest freezer includes a shelf for easy organization. Stay prepared for holidays, parties or unexpected guests with this large-capacity home device that's easy to use.&lt;/p&gt;","&lt;b&gt;Igloo 3.5 cu ft Chest Freezer:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Adjustable thermostat&lt;/li&gt;&lt;li&gt;Defrost drain for easy cleaning&lt;/li&gt;&lt;li&gt;Shelf for organization&lt;/li&gt;&lt;li&gt;Includes basket&lt;/li&gt;&lt;li&gt;Model# FRF434 compact chest freezer&lt;/li&gt;&lt;li&gt;Convenient choice for storing different types of food, such as seasonal harvests, meats and more&lt;/li&gt;&lt;li&gt;Low footprint impact with surprisingly large internal capacity&lt;/li&gt;&lt;li&gt;Helps you be ready for holidays, parties and surprise guests&lt;/li&gt;&lt;/ul&gt;",FRF434,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FIgloo-3.5-cu.-ft.-Chest-Freezer%2F15162426%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.246,558
30,40487630,Danby Designer 4.4 cu ft All Refrigerator,msrp,199.0,067638999373,You don't have to install a full-size unit to enjoy a large storage capacity with the Danby Designer Refrigerator. This compact counter-high fridge from Danby is the perfect example as it features 4.4 cubic feet of cooling space. The environmentally-friendly Energy-Star rating of this 4.4 cu ft refrigerator means it uses minimal power to keep your electricity bills down. This stylish unit is controlled by an accurate mechanical thermostat. Grabbing your favorite drinks is simple with the convenient CanStor beverage dispensing system and the 2.5 slide-out wire shelves that can be adjusted and removed for maximum storage space in this 4.4 cu ft compact refrigerator.&lt;br /&gt;&lt;b&gt;  &lt;br /&gt;&lt;/b&gt;,"&lt;b&gt;ENERGY STAR&reg;&lt;/b&gt;&lt;br /&gt;Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government, as part of their energy efficiency and environmental activities.&lt;br /&gt;&lt;b&gt;Danby Designer 4.4 cu ft All Refrigerator:&lt;/b&gt;&lt;ul&gt;  &lt;li&gt;4.4 cu ft capacity compact all fridge&lt;/li&gt;  &lt;li&gt;Danby Designer Refrigerator is Energy Star compliant&lt;/li&gt;  &lt;li&gt;Environmentally-friendly R600a refrigerant&lt;/li&gt;  &lt;li&gt;Automatic defrost&lt;/li&gt;  &lt;li&gt;4.4 cu ft refrigerator has adjustable wire shelves&lt;/li&gt;  &lt;li&gt;Integrated door shelving with tall bottle storage&lt;/li&gt;  &lt;li&gt;CanStor beverage dispensing system&lt;/li&gt;  &lt;li&gt;Mechanical thermostat&lt;/li&gt;  &lt;li&gt;4.4 cu ft compact refrigerator has an interior light&lt;/li&gt;  &lt;li&gt;Integrated door handle&lt;/li&gt;  &lt;li&gt;Reversible door hinge&lt;/li&gt;  &lt;li&gt;Smooth back design&lt;/li&gt;&lt;/ul&gt;",DAR044A4WDD,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FDanby-Designer-4.4-cu.ft.-All-Refrigerator%2F40487630%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,2.0,1
31,40685156,"Galanz 3.1 cu ft Double-Door Refrigerator, Black",164.84,151.2,836321007424,"The Galanz Black Double-Door Refrigerator features one and a half glass shelves, a reversible door and a full-width freezer compartment. It also has a can dispenser and bottle storage in the door to keep your drinks cool. This 3.1 cu ft refrigerator comes with an interior light and a vegetable crisper drawer for added food storage space.","&lt;b&gt;Galanz 3.1 cu ft Double-Door Refrigerator, Black:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;1-1/2 glass shelves&lt;/li&gt;&lt;li&gt;Reversible door&lt;/li&gt;&lt;li&gt;Interior light&lt;/li&gt;&lt;li&gt;Full-width freezer compartment&lt;/li&gt;&lt;li&gt;Galanz refrigerator with can dispenser&lt;/li&gt;&lt;li&gt;Vegetable crisper drawer&lt;/li&gt;&lt;li&gt;2L bottle door storage&lt;/li&gt;&lt;li&gt;Dimensions: 19.13&quot;W x 21.1&quot;D x 32.87&quot;H&lt;/li&gt;&lt;li&gt;Model# GL31BK&lt;/li&gt;&lt;/ul&gt;",GL31BK,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FGalanz-3.1-cu-ft-Double-Door-Refrigerator-Black%2F40685156%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.419,51
32,29558128,Portable Mini Fridge Cooler and Warmer Auto Car Boat Home Office AC & DC White,msrp,34.95,68NJaVEe0005,shortdescription,"Best Choice Products presents this brand new personal mini refrigerator, which is great for those that enjoy eating at their desks, college dorm students, and drivers who enjoy cool drinks and snacks while on the road. No need for refrigerants, its low noise motor works quietly and and has a hot/cold switch. Plug it in the wall or in your car (cigarette lighter). We purchase our products directly from the manufacturer, so you know you're getting the best prices available.&lt;p&gt;NEW PRODUCT WITH FACTORY PACKAGING (not used or refurbished)&lt;/p&gt;&lt;p&gt;FEATURES:&lt;/p&gt;&lt;ul class=&quot;noindent&quot;&gt;&lt;li&gt;Hot/Cold, on/off switch&lt;/li&gt;&lt;li&gt;Red/Green lights indicate warming or cooling status&lt;/li&gt;&lt;li&gt;Cooling capacity: 59&ordm;F-68&ordm;F&lt;/li&gt;&lt;li&gt;Warming capacity: 122&ordm;F-144&ordm;F by set-point thermostat&lt;/li&gt;&lt;li&gt;Uses advanced semiconductors to cool and warm up&lt;/li&gt;&lt;li&gt;Full polyurethane-foam lining without CFC&lt;/li&gt;&lt;li&gt;Locking latch keeps your items secure and unit insulated&lt;/li&gt;&lt;li&gt;Operates on DC 12v (cigarette lighter in car/ boat) or AC 110v (in home)&lt;/li&gt;&lt;li&gt;AC plug &amp; DC adapter included&lt;/li&gt;&lt;li&gt;Owner's Manual&lt;/li&gt;&lt;/ul&gt;&lt;p&gt;SPECIFICATIONS:&lt;/p&gt;&lt;ul class=&quot;noindent&quot;&gt;&lt;li&gt;Capacity: 4 liters, holds six (6) 16 oz. cans&lt;/li&gt;&lt;li&gt;Overall dimensions: 10&quot;(L) x 7&quot;(W) x 10.5&quot;(H)&lt;/li&gt;&lt;li&gt;Inside dimensions: 5.2&quot;(L) x 5.5&quot;(W) x 8&quot;(H)&lt;/li&gt;&lt;/ul&gt;&lt;p&gt;PLEASE NOTE:&lt;/p&gt;&lt;ul class=&quot;noindent&quot;&gt;&lt;li&gt;Our digital images are as accurate as possible. However, different monitors may cause colors to vary slightly.&lt;/li&gt;&lt;li&gt;Some of our items are handcrafted and/or hand finished. Color can vary and slight imperfections in the metal work are normal and considered evidence of the hand-finishing process, which adds character and authenticity to those items.&lt;/li&gt;&lt;/ul&gt;",modelNumber,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FPortable-Mini-Fridge-Cooler-and-Warmer-Auto-Car-Boat-Home-Office-AC-DC-White%2F29558128%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,2.955,22
33,40685158,"Galanz 1.7 cu ft Single-Door Refrigerator, Black",79.84,71.86,836321007394,"Enjoy the convenience of having chilled food or drinks wherever you need them with this Galanz 1.7 cu ft Refrigerator. This is an ideal size to keep in a game room, dorm room or any other smaller living space. This black Galanz refrigerator has excellent organizational features such as a wire shelf and place to store a 2-liter bottle. You can also choose to open this from either side, which makes it very convenient to use it exactly where you need it. This reversible door refrigerator has been made to last.","&lt;b&gt;Galanz 1.7 cu ft Single-Door Refrigerator, Black:&lt;/b&gt;&lt;ul&gt;  &lt;li&gt;One wire shelf&lt;/li&gt;  &lt;li&gt;Galanz refrigerator features a reversible door&lt;/li&gt;  &lt;li&gt;Half-width freezer compartment&lt;/li&gt;  &lt;li&gt;2L bottle door storage&lt;/li&gt;  &lt;li&gt;Dimensions: 17.48&quot;W x 19.09&quot;D x 19.49&quot;H&lt;/li&gt;  &lt;li&gt;Model# GL17BK&lt;/li&gt;&lt;/ul&gt;",GL17BK,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FGalanz-1.7-cu-ft-Single-Door-Refrigerator-Black%2F40685158%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,3.885,38
34,40685155,Galanz 3.5 cu ft VCM Single-Door Refrigerator,128.84,119.0,836321007431,"The Galanz 3.5 cu ft Refrigerator is a spacious unit with a sleek finish, making it an ideal addition to your kitchen. It features a single reversible door design with a 2L bottle door storage and a can dispenser. It is complete with 2.5 glass shelves. This freezer refrigerator is also equipped with an interior light. &lt;br&gt;",&lt;br&gt;&lt;b&gt;Galanz 3.5 cu ft VCM Single-Door Refrigerator:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;2.5 glass shelves&lt;/li&gt;&lt;li&gt;Reversible door&lt;/li&gt;&lt;li&gt;Interior light&lt;/li&gt;&lt;li&gt;Full-width freezer compartment&lt;/li&gt;&lt;li&gt;Can dispenser&lt;/li&gt;&lt;li&gt;Single-door refrigerator features 2L bottle door storage&lt;/li&gt;&lt;li&gt;Dimensions: 19.13&quot;W x 21.1&quot;D x 32.87&quot;H&lt;/li&gt;&lt;li&gt;Model# GL35S5&lt;/li&gt;&lt;/ul&gt;,GL35S5,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FGalanz-3.5-cu-ft-VCM-Single-Door-Refrigerator%2F40685155%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.218,55
35,40685377,Galanz 2.7 cu ft Single-Door Refrigerator,79.84,79.0,836321007417,"Keep beverages, cold cuts, cheeses and more cold and close at hand with this contemporary Galanz 2.7-cu ft Refrigerator. It is made of sturdy and durable materials designed for long lasting use and features a small freezer for added convenience. This Galanz refrigerator has 1-1/2 wire shelves, a solid bottom shelf, a handy door can-dispenser and 2-liter bottle storage. Ideal for use in a dorm room, a recreation room, an office, a studio apartment or a camper, this refrigerator has a reversible door to suit personal needs.","&lt;br&gt;&lt;b&gt;Galanz 2.7 cu ft Single-Door Refrigerator:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;1-1/2 wire shelves&lt;/li&gt;&lt;li&gt;Half-width freezer compartment&lt;/li&gt;&lt;li&gt;2L bottle door storage&lt;/li&gt;&lt;li&gt;Reversible door refrigerator features a can dispenser&lt;/li&gt;&lt;li&gt;Dimensions: 19.13&quot;W x 19.69&quot;D x 24.69&quot;H&lt;/li&gt;&lt;li&gt;Available in various colors&lt;/li&gt;&lt;li&gt;Ideal for use in a home, an office, a dorm room, a garage, a classroom and more&lt;/li&gt;&lt;/ul&gt;",GL27BK,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FGalanz-2.7-cu-ft-Single-Door-Refrigerator%2F40685377%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.0,8
36,5893636,Koolatron KWC4 Coca Cola Personal Fridge,msrp,39.98,059586509865,This Coca-Cola personal refrigerator by Koolatron is a fun conversation piece and drink cooler. The nostalgic design mimics the retro shape and handles of early refrigerators. This compact four-liter fridge holds up to six 12-oz. cans or four 500-mL bottles.,&lt;br&gt;&lt;b&gt;Coca-Cola Personal Fridge:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Retro design and handle&lt;/li&gt;&lt;li&gt;Great for a desk or shelf&lt;/li&gt;&lt;li&gt;Four-liter refrigerator; holds up to six 12-oz. cans or four 500-mL. bottles&lt;/li&gt;&lt;li&gt;Removable shelf&lt;/li&gt;&lt;li&gt;Self-locking recessed door handle&lt;/li&gt;&lt;li&gt;Plastic construction&lt;/li&gt;&lt;li&gt;Measures: 25&quot;H x 19.5&quot;W x 25&quot;D&lt;/li&gt;&lt;/ul&gt;,modelNumber,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FCoca-Cola-Personal-Compact-Refrigerator%2F5893636%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,3.0,6
37,42490114,"Haier 1.7 cu ft Refrigerator, Black",79.84,78.84,688057309200,"This 1.7 cubic foot compact refrigerator is the perfect addition to any dorm, rec. room or office to keep your food and drinks nice and cold. Features include a half-width freezer compartment with ice cube tray, one full-width slide-out wire shelf and spacious door storage that accommodates a two-liter bottle.","&lt;br&gt;&lt;b&gt;Haier 1.7 cu ft Refrigerator, Black:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;This 1.7 cu ft compact refrigerator is the perfect addition to any dorm, rec&lt;/li&gt;&lt;li&gt;room or office to keep your food and drinks nice and cold&lt;/li&gt;&lt;li&gt;Features include a half-width freezer compartment with ice cube tray, 1 full-width slide-out wire shelf and spacious door storage that accommodates a 2 L bottle&lt;/li&gt;&lt;li&gt;Dimensions: 18.86&quot;L x 17.60&quot;W x 20.55&quot;H&lt;/li&gt;&lt;li&gt;1-year parts and labor warranty&lt;/li&gt;&lt;li&gt;5-year sealed system&lt;/li&gt;&lt;li&gt;Model# HC17SW20RB&lt;/li&gt;&lt;/ul&gt;",HC17SW20RB,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FHaier-1.7-cu-ft-Refrigerator-Black%2F42490114%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.41,212
38,42490113,"Haier 2.7 cu ft Refrigerator, Black",99.84,99.64,688057309217,"This Haier 2.7 cubic foot Refrigerator features a space-saving design with a spacious interior. It includes a full-width freezer compartment with ice cube tray and two full-width wire shelves. The door accommodates two-liter bottles, beverage and can storage along with a full-width shelf. This black compact refrigerator is ideal for dorm rooms, offices, game rooms or home entertainment areas. It is designed with an adjustable thermostat that allows you to customize the interior temperature. The Haier compact refrigerator is durable and well made.","&lt;br&gt;&lt;b&gt;Haier 2.7 cu ft Refrigerator, Black:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;This Haier 2.7 cu ft Refrigerator features a space-saving design with a spacious interior&lt;/li&gt;&lt;li&gt;It includes a full-width freezer compartment with ice cube tray and 2 full-width wire shelves&lt;/li&gt;&lt;li&gt;The door accommodates 2 L bottles, beverage and can storage along with a full-width shelf&lt;/li&gt;&lt;li&gt;This black compact refrigerator is ideal for dorm rooms, offices, game rooms or home entertainment areas&lt;/li&gt;&lt;li&gt;It is designed with an adjustable thermostat that allows you to customize the interior temperature&lt;/li&gt;&lt;li&gt;The Haier compact refrigerator is durable and well made&lt;/li&gt;&lt;li&gt;Dimensions: 18.66&quot;L x 17.52&quot;W x 27.44&quot;H&lt;/li&gt;&lt;li&gt;1-year parts and labor warranty&lt;/li&gt;&lt;li&gt;5-year sealed system&lt;/li&gt;&lt;li&gt;Model# HC27SW20RB&lt;/li&gt;&lt;/ul&gt;",HC27SW20RB,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FHaier-2.7-cu-ft-Refrigerator-Black%2F42490113%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.397,174
39,39407134,"Mind Reader Mini Refrigerator, Black",89.99,77.59,887530001215,"The cube brings new meaning to the mini-fridge! Perfect for offices, or even home use, this little refrigerator is the perfect size for small containers of milk or other items you want to keep cold and close at hand.","&lt;br&gt;&lt;b&gt;Mind Reader Mini Refrigerator, Black:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Holds up to 2 qt of milk or 6 pack of soda&lt;/li&gt;&lt;li&gt;Cools to 30 degrees below ambient temperature&lt;/li&gt;&lt;li&gt;Adjustable shelf to customize to your needs&lt;/li&gt;&lt;li&gt;Dimensions: 11.38&quot;L x 9.63&quot;W x 12.51&quot;H&lt;/li&gt;&lt;li&gt;Model# REF01-BLK&lt;/li&gt;&lt;/ul&gt;",REF01-BLK,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FMind-Reader-Mini-Refrigerator-Black%2F39407134%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,customerRating,numReviews
40,43841394,"Haier 2.7 cu ft Refrigerator, Virtual Steel",104.98,99.84,688057309279,"This Haier 2.7-cu. ft. refrigerator features a space-saving design with a spacious interior. It includes a full-width freezer compartment with ice cube tray and two full-width wire shelves. The door accommodates two-liter bottles, beverage and can storage along with a full-width shelf. This compact refrigerator is ideal for dorm rooms, offices, game rooms or home entertainment areas. It is designed with an adjustable thermostat that allows you to customize the interior temperature.","&lt;br&gt;&lt;b&gt;Haier 2.7 cu ft Refrigerator, Virtual Steel:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;2.7-cu. ft. capacity&lt;/li&gt;&lt;li&gt;Adjustable thermostat&lt;/li&gt;&lt;li&gt;Full-width freezer compartment with ice cube tray and 2 full-width wire shelves&lt;/li&gt;&lt;li&gt;Door accommodates 2L bottles, beverage and can storage along with a full-width shelf&lt;/li&gt;&lt;li&gt;Ideal for dorm rooms, offices, game rooms or home entertainment areas. It is designed with an adjustable thermostat that allows you to customize the interior temperature&lt;/li&gt;&lt;li&gt;1 year parts and labor, 5 year sealed system warranty&lt;/li&gt;&lt;li&gt;Dimensions: 18.70&quot;L x 17.50&quot;W x 27.40&quot;H&lt;/li&gt;&lt;li&gt;Model# HC27SW20RV&lt;/li&gt;&lt;/ul&gt;",HC27SW20RV,http://c.affil.walmart.com/t/api02?l=http%3A%2F%2Fwww.walmart.com%2Fip%2FHaier-2.7-cu-ft-Refrigerator-Virtual-Steel%2F43841394%3Faffp1%3DFI5pNROvWQUucwt5ZrH-zlvGrNUHjSYjgjhle5yENC4%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,4.417,36
