,upc,url,sku,name,modelNumber,manufacturer,salePrice,shippingCost,dollarSavings,percentSavings,bestSellingRank,customerReviewCount,customerReviewAverage,color,inStoreAvailabilityText,onlineAvailabilityText,description,shortDescription,longDescription,Details: Temperature Control Type,Details: Refrigerator Capacity,Details: Number Of Doors,Details: Freezer Compartment,Details: ENERGY STAR Certified,Details: Humidity-Controlled Crisper,Details: Refrigerator Type,Details: Thru-The-Door Dispenser,Details: Freezer Capacity,Details: Height To Top Of Refrigerator,Details: Water Filtration,Details: Ice Maker,Details: pricematch
849,883049288970,http://www.bestbuy.com/site/whirlpool-25-2-cu-ft-french-door-refrigerator-black/1768066.p?id=1219063233149&skuId=1768066,1768066,Whirlpool - 25.2 Cu. Ft. French Door Refrigerator - Black,WRF535SMBB,Whirlpool,1439.99,35.0,160.0,10.0,,225.0,4.5,Black,Store Pickup: Not Available,Delivery: Most Areas,,"Electronic controls; temperature-controlled, full-width pantry; FreshFlow produce preserver; 5 spill-proof glass shelves; 2 door bins; upper and lower wire freezer baskets; icemaker",Whirlpool 25.2 Cu. Ft. French Door Refrigerator: There's a spot to keep all your groceries organized and accessible in this Whirlpool refrigerator. Temperature- and climate-controlled drawers keep foods fresh and ready to enjoy at any time.,Digital,Yes,yes,Yes,No,Yes,French Door,Not Applicable,7.44 cubic feet,68.81 inches,No,,
850,883049294100,http://www.bestbuy.com/site/whirlpool-25-2-cu-ft-french-door-refrigerator-stainless-steel/6308257.p?id=1219207220977&skuId=6308257,6308257,Whirlpool - 25.2 Cu. Ft. French Door Refrigerator - Stainless-Steel,WRF535SWBM,Whirlpool,1799.99,23.33,0.0,0.0,,225.0,4.5,Stainless-Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electric controls; Accu-Chill temperature management system; 5 glass shelves; temperature-controlled full-width pantry; FreshFlow produce preserver; adjustable gallon-size door bins; adaptive defrost,Whirlpool 25.2 Cu. Ft. French Door Refrigerator with Internal Water Dispenser: There's a spot to keep all your groceries organized and accessible in this Whirlpool refrigerator. Temperature- and climate-controlled drawers keep foods fresh and ready to enjoy at any time.,Electronic,25.2 cubic feet,yes,Yes,No,Yes,French Door,Not Applicable,7.44 cubic feet,68.81 inches,Yes,,
851,883049294117,http://www.bestbuy.com/site/whirlpool-25-2-cu-ft-french-door-refrigerator-white/6308307.p?id=1219207223670&skuId=6308307,6308307,Whirlpool - 25.2 Cu. Ft. French Door Refrigerator - White,WRF535SWBW,Whirlpool,1699.99,23.33,0.0,0.0,,225.0,4.5,White,Store Pickup: Not Available,Delivery: Most Areas,,Electric controls; Accu-Chill temperature management system; 5 glass shelves; temperature-controlled full-width pantry; FreshFlow produce preserver; adjustable gallon-size door bins; adaptive defrost,Whirlpool 25.2 Cu. Ft. French Door Refrigerator with Internal Water Dispenser: There's a spot to keep all your groceries organized and accessible in this Whirlpool refrigerator. Temperature- and climate-controlled drawers keep foods fresh and ready to enjoy at any time.,Electronic,25.2 cubic feet,yes,Yes,No,Yes,French Door,Not Applicable,7.44 cubic feet,68.81 inches,Yes,,
852,883049333250,http://www.bestbuy.com/site/whirlpool-25-2-cu-ft-side-by-side-refrigerator-black-ice/5884239.p?id=1219169459655&skuId=5884239,5884239,Whirlpool - 25.2 Cu. Ft. Side-by-Side Refrigerator - Black Ice,WRS325FNAE,Whirlpool,1099.99,32.5,0.0,0.0,,21.0,4.4,Black Ice,Store Pickup: Not Available,Delivery: Most Areas,,"Electric temperature controls; Accu-Chill temperature management system; 3 spill-proof glass shelves; full-width, humidity-controlled drawer; adjustable gallon door bins","Whirlpool 25.2 Cu. Ft. Side-by-Side Refrigerator: With SpillGuard glass shelves to contain spills, this spacious refrigerator makes cleanup a breeze. The intuitive Accu-Chill temperature management system and Adaptive Defrost technology quickly respond to internal conditions, keeping your foods chilled to the proper temperature.",Electronic,No,yes,Yes,Yes,Yes,Side-by-Side,Not Applicable,9.8 cubic feet,68.88 inches,No,,
853,883049333267,http://www.bestbuy.com/site/whirlpool-25-2-cu-ft-side-by-side-refrigerator-white-ice/5884211.p?id=1219169459005&skuId=5884211,5884211,Whirlpool - 25.2 Cu. Ft. Side-by-Side Refrigerator - White Ice,WRS325FNAH,Whirlpool,1099.99,21.66,0.0,0.0,,21.0,4.4,White Ice,Store Pickup: Not Available,Delivery: Most Areas,,"Electric temperature controls; Accu-Chill temperature management system; 3 spill-proof glass shelves; full-width, humidity-controlled drawer; adjustable gallon door bins","Whirlpool 25.2 Cu. Ft. Side-by-Side Refrigerator: With SpillGuard glass shelves to contain spills, this spacious refrigerator makes cleanup a breeze. The intuitive Accu-Chill temperature management system and Adaptive Defrost technology quickly respond to internal conditions, keeping your foods chilled to the proper temperature.",Electronic,No,yes,Yes,Yes,Yes,Side-by-Side,Not Applicable,9.8 cubic feet,68.88 inches,No,,
854,883049250441,http://www.bestbuy.com/site/whirlpool-25-4-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-biscuit/2711929.p?id=1219076387544&skuId=2711929,2711929,Whirlpool - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Biscuit,WRS325FDAT,Whirlpool,1199.99,35.0,0.0,0.0,,358.0,4.2,Biscuit,Store Pickup: Not Available,Delivery: Most Areas,,Accu-Chill temperature management system; 3 shelves; humidity-controlled drawer; 3 gallon-size door bins; 3 freezer shelves; slide-out freezer basket,This Whirlpool WRS325FDAT side-by-side refrigerator features an Accu-Chill temperature management system that utilizes built-in sensors to ensure efficient cooling. The thru-the-door ice and water dispenser makes it easy to enjoy a refreshing drink.,Digital,25.4 cubic feet,yes,,Yes,Yes,Side-by-Side,Water,,68.88 inches,Yes,,
855,883049333403,http://www.bestbuy.com/site/whirlpool-25-4-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-black/4782078.p?id=1219638960865&skuId=4782078,4782078,Whirlpool - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Black,WRS335FDDB,Whirlpool,1299.99,32.5,0.0,0.0,,2.0,4.0,Black,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; Accu-Chill temperature management; 1 fixed and 2 adjustable spill-safe glass shelves; gallon door bins; LED lighting; 3 fixed wire freezer shelves","Whirlpool WRS335FDDB side-by-side refrigerator: Enjoy more than enough space to store your fresh and frozen foods in this 25.4 cu. ft. refrigerator, which features LED interior lighting to showcase your groceries. An external dispenser offers filtered ice and water.",Electronic,Yes,yes,Yes,Yes,Yes,Side-by-Side,Crushed Ice|Cubed Ice|Water,10 cubic feet,68.88 inches,Yes,,
856,883049333410,http://www.bestbuy.com/site/whirlpool-25-4-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-stainless-steel/4782087.p?id=1219638965371&skuId=4782087,4782087,Whirlpool - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless Steel,WRS335FDDM,Whirlpool,1399.99,21.66,0.0,0.0,,2.0,4.0,Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; Accu-Chill temperature management; 1 fixed and 2 adjustable spill-safe glass shelves; gallon door bins; LED lighting; 3 fixed wire freezer shelves","Whirlpool WRS335FDDM side-by-side refrigerator: Enjoy more than enough space to store your fresh and frozen foods in this 25.4 cu. ft. refrigerator, which features LED interior lighting to showcase your groceries. An external dispenser offers filtered ice and water.",Electronic,Yes,yes,Yes,Yes,Yes,Side-by-Side,Crushed Ice|Cubed Ice|Water,10 cubic feet,68.88 inches,Yes,,
857,883049244631,http://www.bestbuy.com/site/whirlpool-25-4-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-universal-silver/5884202.p?id=1219169457906&skuId=5884202,5884202,Whirlpool - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Universal Silver,WRS325FDAD,Whirlpool,1169.99,370.37,130.0,10.0,,358.0,4.2,Universal Silver,Store Pickup: Not Available,Delivery: Most Areas,,Electronic temperature controls; Accu-Chill temperature management system; spill-proof glass shelves; adjustable gallon door bins,This Whirlpool WRS325FDAD side-by-side refrigerator's thru-the-door ice and water dispenser lets you quickly access filtered water and crushed and cubed ice. An Accu-Chill temperature management system helps keep food fresh while conserving energy.,,25.4 cubic feet,yes,,Yes,Yes,Side-by-Side,Water,,68.88 inches,Yes,,
858,883049332796,http://www.bestbuy.com/site/whirlpool-25-4-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-white/4782041.p?id=1219638964016&skuId=4782041,4782041,Whirlpool - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - White,WRS335FDDW,Whirlpool,1299.99,23.33,0.0,0.0,,2.0,4.0,White,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; Accu-Chill temperature management; 1 fixed and 2 adjustable spill-safe glass shelves; gallon door bins; LED lighting; 3 fixed wire freezer shelves","Whirlpool WRS335FDDW side-by-side refrigerator: Enjoy more than enough space to store your fresh and frozen foods in this 25.4 cu. ft. refrigerator, which features LED interior lighting to showcase your groceries. An external dispenser offers filtered ice and water.",Electronic,Yes,yes,Yes,Yes,Yes,Side-by-Side,Crushed Ice|Cubed Ice|Water,10 cubic feet,68.88 inches,Yes,,
859,883049244600,http://www.bestbuy.com/site/whirlpool-25-4-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-white/8244215.p?id=1218866283964&skuId=8244215&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,8244215,Whirlpool - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - White,WRS325FDAW,Whirlpool,1199.99,2.99,0.0,0.0,,358.0,4.2,White,Store Pickup:,Delivery: Most Areas,,"Mechanical temperature controls; Accu-Chill temperature management system; SpillGuard shelves; gallon-size door bins; meat, crisper and snack pans; freezer bin","Keep your groceries neatly stashed in this Whirlpool WRS325FDAW 25.4 cu. ft. side-by-side refrigerator, which features slide-out SpillGuard shelves and adjustable gallon-size door bins to help keep contents organized and accessible.",Analog,25.4 cubic feet,yes,,Yes,No,Side-by-Side,Water,,68.88 inches,Yes,,
860,883049370231,http://www.bestbuy.com/site/whirlpool-25-6-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-monochromatic-stainless-steel/4637016.p?id=1219637492829&skuId=4637016,4637016,Whirlpool - 25.6 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Monochromatic Stainless Steel,WRS586FIEM,Whirlpool,1599.99,909.09,0.0,0.0,,,,Monochromatic Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; Accu-Chill temperature management; 3 adjustable glass shelves and 1 fixed glass shelf; crisper; gallon door bins; In-Door-Ice Plus system,"Whirlpool side-by-side refrigerator: Keep your produce fresh, thanks to easy-to-use controls and built-in sensors that effectively monitor internal temperatures. LED lighting allows you to quickly find items, in both the refrigerator and freezer.",Electronic,Yes,yes,Yes,No,Yes,Side-by-Side,Crushed Ice|Cubed Ice|Water,8.93 cubic feet,68.88 inches,Yes,,
861,883049340562,http://www.bestbuy.com/site/whirlpool-25-6-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-white/5771119.p?id=1219156094199&skuId=5771119,5771119,Whirlpool - 25.6 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - White,WRS576FIDW,Whirlpool,1259.99,32.5,140.0,10.0,,18.0,4.1,White,Store Pickup: Not Available,Delivery: Most Areas,,"Tap Touch controls; Accu-Chill temperature management system; 4 fresh-food shelves; humidity-controlled drawer; adjustable, gallon-size door bins; In-Door-Ice Plus system","With an Accu-Chill system, this 25.6 cu. ft. Whirlpool WRS576FIDW side-by-side refrigerator maintains consistent temperatures in the fresh-food and freezer sections. The adaptive defrost offers improved food preservation and helps conserve energy.",Electronic,Yes,yes,Yes,No,Yes,Side-by-Side,Water,8.9 cubic feet,68.63 inches,Yes,,
862,883049370224,http://www.bestbuy.com/site/whirlpool-25-6-cu-ft-side-by-side-refrigerator-with-thru-the-door-ice-and-water-white-ice/4636071.p?id=1219637488891&skuId=4636071,4636071,Whirlpool - 25.6 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - White Ice,WRS586FIEH,Whirlpool,1599.99,909.09,0.0,0.0,,,,White Ice,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; Accu-Chill temperature management; 3 adjustable glass shelves and 1 fixed glass shelf; crisper; gallon door bins; In-Door-Ice Plus system,"Whirlpool side-by-side refrigerator: Keep your produce fresh, thanks to easy-to-use controls and built-in sensors that effectively monitor internal temperatures. LED lighting allows you to quickly find items, in both the refrigerator and freezer.",Electronic,Yes,yes,Yes,No,Yes,Side-by-Side,Crushed Ice|Cubed Ice|Water,8.93 cubic feet,68.88 inches,Yes,,
863,883049346335,http://www.bestbuy.com/site/whirlpool-25-8-cu-ft-french-door-refrigerator-black-ice/6930045.p?id=1219667163591&skuId=6930045,6930045,Whirlpool - 25.8 Cu. Ft. French Door Refrigerator - Black Ice,WRV996FDEE,Whirlpool,3499.99,909.09,0.0,0.0,,,,Black Ice,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; PerfectPlaces system; 5 MicroEdge Glo shelves; humidity-controlled crisper; temperature-controlled drawer; triple-tier freezer storage; pizza pocket,"Whirlpool French door refrigerator: With a PerfectPlaces system featuring MicroEdge Glo shelves, a temperature-controlled drawer with 5 settings and triple-tier freezer storage, this refrigerator offers plenty of space for your favorite foods.",Electronic,Yes,yes,Yes,No,Yes,French Door,Crushed Ice|Cubed Ice|Water,7.61 cubic feet,68.38 inches,Yes,,
864,883049370927,http://www.bestbuy.com/site/whirlpool-25-8-cu-ft-french-door-refrigerator-monochromatic-stainless-steel/6911227.p?id=1219667163592&skuId=6911227,6911227,Whirlpool - 25.8 Cu. Ft. French Door Refrigerator - Monochromatic Stainless Steel,WRV976FDEM,Whirlpool,3199.99,909.09,0.0,0.0,,,,Monochromatic Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; StoreRight system with advanced dual-cooling technology; temperature-controlled drawer; humidity-controlled triple crisper; small items bin; produce drawer; 2-tier freezer storage,Whirlpool French door refrigerator: Chill drinks and snacks at just the right temperature with this refrigerator's temperature-controlled drawer's 5 versatile settings. The produce drawer keeps fruits and vegetables fresh.,Electronic,Yes,yes,Yes,No,Yes,French Door,Water|Crushed Ice|Cubed Ice,7.61 cubic feet,68.38 inches,Yes,,
865,883049346311,http://www.bestbuy.com/site/whirlpool-25-8-cu-ft-french-door-refrigerator-monochromatic-stainless-steel/6930063.p?id=1219667169674&skuId=6930063,6930063,Whirlpool - 25.8 Cu. Ft. French Door Refrigerator - Monochromatic Stainless Steel,WRV996FDEM,Whirlpool,3499.99,26.0,0.0,0.0,,,,Monochromatic Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; PerfectPlaces system; 5 MicroEdge Glo shelves; humidity-controlled crisper; temperature-controlled drawer; triple-tier freezer storage; pizza pocket,"Whirlpool French door refrigerator: With a PerfectPlaces system featuring MicroEdge Glo shelves, a temperature-controlled drawer with 5 settings and triple-tier freezer storage, this refrigerator offers plenty of space for your favorite foods.",Electronic,Yes,yes,Yes,No,Yes,French Door,Crushed Ice|Cubed Ice|Water,7.61 cubic feet,68.38 inches,Yes,,
866,883049346328,http://www.bestbuy.com/site/whirlpool-25-8-cu-ft-french-door-refrigerator-white-ice/6930105.p?id=1219667168269&skuId=6930105,6930105,Whirlpool - 25.8 Cu. Ft. French Door Refrigerator - White Ice,WRV996FDEH,Whirlpool,3499.99,909.09,0.0,0.0,,,,White Ice,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; PerfectPlaces system; 5 MicroEdge Glo shelves; humidity-controlled crisper; temperature-controlled drawer; triple-tier freezer storage; pizza pocket,"Whirlpool French door refrigerator: With a PerfectPlaces system featuring MicroEdge Glo shelves, a temperature-controlled drawer with 5 settings and triple-tier freezer storage, this refrigerator offers plenty of space for your favorite foods.",Electronic,Yes,yes,Yes,No,Yes,French Door,Crushed Ice|Cubed Ice|Water,7.61 cubic feet,68.38 inches,Yes,,
867,883049295718,http://www.bestbuy.com/site/whirlpool-26-2-cu-ft-4-door-french-door-refrigerator-with-thru-the-door-ice-and-water-black-ice/1729667.p?id=1219061852438&skuId=1729667,1729667,Whirlpool - 26.2 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water - Black Ice,WRX988SIBE,Whirlpool,2999.99,909.09,0.0,0.0,,78.0,4.4,Black Ice,Store Pickup: Not Available,Delivery: Most Areas,,Electronic Tap Touch controls; AccuFresh dual cooling system; MicroEdge shelves; FreshStor drawer; EasyView triple crisper system; Tri-Freezer system,"Whirlpool 26.2 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water: This 4-door refrigerator makes it simple to keep bulk grocery purchases, everyday items and oversize containers all in the right place and ready to grab when you need them. Multiple cooling and storage options mean food stays at the right temperature for snacking and stays fresh as long as possible.",Digital,Yes,yes,Yes,No,Yes,French Door,Water,7.7 cubic feet,68.63 inches,Yes,,
868,883049295725,http://www.bestbuy.com/site/whirlpool-26-2-cu-ft-4-door-french-door-refrigerator-with-thru-the-door-ice-and-water-white-ice/3102031.p?id=1219087559501&skuId=3102031,3102031,Whirlpool - 26.2 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water - White Ice,WRX988SIBH,Whirlpool,2699.99,32.5,300.0,10.0,,78.0,4.4,White Ice,Store Pickup: Not Available,Delivery: Most Areas,,Electronic tap-touch controls; AccuFresh dual-cooling system; MicroEdge spill-proof glass shelves; FreshStor refrigerated drawer; gallon-size door bins; pizza pocket,"Whirlpool 26.2 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water: This 4-door refrigerator makes it simple to keep bulk grocery purchases, everyday items and oversize containers all in the right place and ready to grab when you need them. Multiple cooling and storage options mean food stays at the right temperature for snacking and stays fresh as long as possible.",Digital,26.2 cubic feet,yes,Yes,Yes,Yes,French Door,Water,7.7 cubic feet,68.63 inches,Yes,,
869,883049357126,http://www.bestbuy.com/site/whirlpool-26-8-cu-ft-french-door-refrigerator-black-ice/6911263.p?id=1219667167010&skuId=6911263,6911263,Whirlpool - 26.8 Cu. Ft. French Door Refrigerator - Black Ice,WRF757SDEE,Whirlpool,2599.99,26.0,0.0,0.0,,1.0,5.0,Black Ice,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; StoreRight dual-cooling system; SpillGuard glass shelves; triple crisper with automatic humidity control; dairy center; adjustable gallon-size door bins; pizza pocket","Whirlpool French door refrigerator: Your groceries can stay fresh longer with this Whirlpool refrigerator's StoreRight system, which automatically controls humidity to preserve food. EveryDrop filtration lets you enjoy clean, refreshing water.",Electronic,Yes,yes,Yes,Yes,Yes,French Door,Water|Crushed Ice|Cubed Ice,7.77 cubic feet,68.63 inches,Yes,,
870,883049357102,http://www.bestbuy.com/site/whirlpool-26-8-cu-ft-french-door-refrigerator-monochromatic-stainless-steel/6911254.p?id=1219667166882&skuId=6911254,6911254,Whirlpool - 26.8 Cu. Ft. French Door Refrigerator - Monochromatic Stainless Steel,WRF757SDEM,Whirlpool,2599.99,769.23,0.0,0.0,,1.0,5.0,Monochromatic Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; StoreRight dual-cooling system; SpillGuard glass shelves; triple crisper with automatic humidity control; dairy center; adjustable gallon-size door bins; pizza pocket","Whirlpool French door refrigerator: Your groceries can stay fresh longer with this Whirlpool refrigerator's StoreRight system, which automatically controls humidity to preserve food. EveryDrop filtration lets you enjoy clean, refreshing water.",Electronic,Yes,yes,Yes,Yes,Yes,French Door,Water|Crushed Ice|Cubed Ice,7.77 cubic feet,68.63 inches,Yes,,
871,883049357119,http://www.bestbuy.com/site/whirlpool-26-8-cu-ft-french-door-refrigerator-white-ice/6911272.p?id=1219667169542&skuId=6911272,6911272,Whirlpool - 26.8 Cu. Ft. French Door Refrigerator - White Ice,WRF757SDEH,Whirlpool,2599.99,69.99,0.0,0.0,,1.0,5.0,White Ice,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; StoreRight dual-cooling system; SpillGuard glass shelves; triple crisper with automatic humidity control; dairy center; adjustable gallon-size door bins; pizza pocket","Whirlpool French door refrigerator: Your groceries can stay fresh longer with this Whirlpool refrigerator's StoreRight system, which automatically controls humidity to preserve food. EveryDrop filtration lets you enjoy clean, refreshing water.",Electronic,Yes,yes,Yes,Yes,Yes,French Door,Water|Crushed Ice|Cubed Ice,7.77 cubic feet,68.63 inches,Yes,,
872,883049352695,http://www.bestbuy.com/site/whirlpool-34-bottle-built-in-wine-cooler-black-on-stainless-steel/6930027.p?id=1219667165834&skuId=6930027,6930027,Whirlpool - 34-Bottle Built-In Wine Cooler - Black-on-Stainless Steel,WUW35X15DS,Whirlpool,799.99,174.99,0.0,0.0,,,,Black-on-Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; stores up to 34 bottles of wine; 6 fixed wire shelves; reversible door; towel bar handle; interior LED lighting; built-in undercounter design,"Keep your wine collection organized with this Whirlpool WUW35X15DS built-in undercounter cooler, which features enough space to store up to 34 bottles of wine. The adjustable temperature system helps keep red or white wine at the temperature you prefer.",Electronic,,yes,,No,,,,,,,,
873,883049353012,http://www.bestbuy.com/site/whirlpool-34-bottle-built-in-wine-cooler-black-stainless-steel/6930072.p?id=1219667165322&skuId=6930072,6930072,Whirlpool - 34-Bottle Built-In Wine Cooler - Black/Stainless Steel,WUW55X15DS,Whirlpool,1299.99,174.99,0.0,0.0,,,,Black/Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; stores up to 34 bottles of wine; 6 fixed wire shelves; reversible door; interior LED lighting; built-in undercounter design,"Keep your wine collection chilled and ready to serve with this Whirlpool WUW55X15DS built-in wine cooler, which features 6 wire racks to accommodate up to 34 bottles of wine. Electronic controls let you adjust the temperature to suit your needs.",Electronic,,yes,,No,,,,,,,,
874,883049353029,http://www.bestbuy.com/site/whirlpool-46-bottle-built-in-wine-cooler-black-stainless-steel/6930081.p?id=1219667169286&skuId=6930081,6930081,Whirlpool - 46-Bottle Built-In Wine Cooler - Black/Stainless Steel,WUW55X24DS,Whirlpool,1499.99,174.99,0.0,0.0,,,,Black/Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; holds up to 16 bottles of white wine and 30 bottles of red wine; dual temperature-controlled zones; reversible door; interior LED lighting; built-in undercounter design,"With dual temperature-controlled zones, this Whirlpool WUW55X24DS wine cooler lets you maintain your white and red wines at 2 different temperatures, to suit your preferences. Wire racks easily hold up to 46 bottles, so you have room for your favorites.",Electronic,,yes,,No,,,,,,,,
875,883049353005,http://www.bestbuy.com/site/whirlpool-51-bottle-built-in-wine-cooler-black-on-stainless-steel/6930036.p?id=1219667168860&skuId=6930036,6930036,Whirlpool - 51-Bottle Built-In Wine Cooler - Black-on-Stainless Steel,WUW35X24DS,Whirlpool,899.99,174.99,100.0,10.0,,,,Black-on-Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; stores up to 51 bottles of wine; 6 fixed shelves; reversible door; towel bar handle; interior LED lighting; built-in undercounter design,"Store your wine collection at the temperature you prefer with this Whirlpool WUW35X24DS built-in undercounter cooler, which features an adjustable temperature system for red or white wines. The 6 shelves provide enough space for up to 51 bottles of wine.",Electronic,,yes,,No,,,,,,,,
876,883049341583,http://www.bestbuy.com/site/whirlpool-sidekicks-17-7-cu-ft-refrigerator-monochromatic-stainless-steel/1118109.p?id=1219470055092&skuId=1118109,1118109,Whirlpool - SideKicks 17.7 Cu. Ft. Refrigerator - Monochromatic Stainless Steel,WSR57R18DM,Whirlpool,1549.99,23.75,0.0,0.0,,,,Monochromatic Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Up-front electronic temperature controls; temperature alarm; glass shelves; humidity-controlled crisper; in-door pizza pocket; gallon-size door storage,"With up-front electronic controls and a temperature alarm, this 17.7 cu. ft. Whirlpool SideKicks WSR57R18DM refrigerator allows you to keep your groceries fresh. Glass shelves and an in-door pizza pocket provide flexible storage options.",Electronic,No,yes,No,No,Yes,No Freezer,Not Applicable,,66.25 inches,No,,
877,883049341576,http://www.bestbuy.com/site/whirlpool-sidekicks-17-7-cu-ft-refrigerator-white/1118058.p?id=1219470055098&skuId=1118058,1118058,Whirlpool - SideKicks 17.7 Cu. Ft. Refrigerator - White,WSR57R18DH,Whirlpool,1349.99,23.75,0.0,0.0,,,,White,Store Pickup: Not Available,Delivery: Most Areas,,Up-front electronic temperature controls; temperature alarm; glass shelves; humidity-controlled crisper; in-door pizza pocket; gallon-size door storage,"With up-front electronic controls and a temperature alarm, this 17.7 cu. ft. Whirlpool SideKicks WSR57R18DH refrigerator allows you to keep your groceries fresh. Glass shelves and an in-door pizza pocket provide flexible storage options.",Electronic,No,yes,No,No,Yes,No Freezer,Not Applicable,,66.25 inches,No,,
878,850956003569,http://www.bestbuy.com/site/whynter-1-1-cu-ft-upright-freezer-black/8828025.p?id=1219375120094&skuId=8828025,8828025,Whynter - 1.1 Cu. Ft. Upright Freezer - Black,CUF-110B,Whynter,189.99,0.0,0.0,0.0,,2.0,4.5,Black,Store Pickup:,Shipping: Not Available,,"WHYNTER 1.1 Cu. Ft. Upright Freezer: Compressor cooling; flat, removable slide-out wire shelf; cylinder lock with 2 keys; mechanical temperature control; adjustable thermostat",This Whynter CUF-110B 1.1 cu. ft. upright freezer features a slide-out wire shelf that lets you keep stored items organized. The adjustable thermostat and mechanical control allow you to select an ideal temperature level.,Electromechanical,,yes,,No,,,,,,,,
879,891207001675,http://www.bestbuy.com/site/whynter-1-8-cu-ft-portable-compact-refrigerator-freezer-gray/2874711.p?id=1219080027184&skuId=2874711,2874711,Whynter - 1.8 Cu. Ft. Portable Compact Refrigerator/Freezer - Gray,FM-45G,Whynter,587.99,0.0,0.0,0.0,,1.0,4.0,Gray,Store Pickup:,Shipping: Usually ships in 2 business days,,Digital control system; LED temperature display; stores up to sixty 12 fl. oz. cans; 2 removable wire baskets; operates as a refrigerator or freezer; requires 110V outlet or 12V power source,"Keep food and beverage items frozen or chilled with this Whynter FM-45G compact refrigerator/freezer, which features a 1.8 cu. ft. capacity for flexible storage. The side handles allow you to transport the unit with ease.",Digital,No,yes,,No,,Compact,Not Applicable,,20.5 inches,,,
880,850956003507,http://www.bestbuy.com/site/whynter-120-can-beverage-refrigerator-white/8827972.p?id=1219375118895&skuId=8827972,8827972,Whynter - 120-Can Beverage Refrigerator - White,BR-128WS,Whynter,269.99,0.0,0.0,0.0,,3.0,3.3,White,Store Pickup:,Shipping: Not Available,,"Mechanical temperature control; 5 slide-out wire shelves; reversible, stainless-steel-trimmed glass door; soft LED lighting; freestanding design",Store your favorite beverages in this Whynter BR-128WS refrigerator that features 5 slide-out wire shelves to hold up to 120 cans. The stainless-steel-trimmed glass door offers a clear view and offers a reversible design to suit your installation needs.,Analog,No,yes,No,No,,Compact,Not Applicable,,32 inches,,,
